poiid,poiname,poiname_py,poiname_en,adcode,otype,stype,atype,rank,updatetime,update_flag,max_updatetime,address,address_en,x,y
1009913813,丽莎形象设计艺术中心,LiShaXingXiangSheJiYiShuZhongXin,,210103,0X7,0xB,0x0,0.5,,1,,广宜街76号,,123.450993,41.809234
1009920507,艺林红设计,YiLinHongSheJi,,210103,0X7,0x0,0x0,0.5,,1,,文化路82号,,123.450199,41.771189
1009926567,和发美术,HeFaMeiShu,,210103,0X7,0x0,0x0,0.5,,1,,东顺城街68号,,123.4641,41.798774
1009922994,红艺芳发型设计,HongYiFangFaXingSheJi,,210103,0X7,0xB,0x0,0.5,,1,,南乐郊路30号,,123.451304,41.790832
1009919348,长安干洗,ZhangAnGanXi,,210103,0X7,0xF,0x0,0.5,,1,,万寿寺街215号,,123.445202,41.795047
1009925841,恋家房产,LianJiaFangChan,,210103,0X7,0x10,0x0,0.5,,1,,顺通路59号,,123.440986,41.784174
1009919548,新华教育集团辽宁管理咨询中心,XinHuaJiaoYuJiTuanLiaoNingGuanLiZiXunZhongXin,,210103,0X7,0x0,0x0,0.5,,1,,北京街16号沈阳市人才大厦16层,,123.431449,41.808418
1009919552,鑫宝业房产,XinBaoYeFangChan,,210103,0X7,0x10,0x0,0.5,,1,,南关路4号,,123.444998,41.782573
1009932136,沈阳商业城股份有限公司(商家联盟),Shen Yang Shang Ye Cheng,,210103,0X6,0x1,0x2,0.5,,1,,中街路212号,,123.462615,41.801528
1009915743,丽梅洗衣店,LiMeiXiYiDian,,210103,0X7,0xF,0x0,0.5,,1,,北热闹路54号,,123.43744,41.788504
1009922099,征程家电制冷维修中心,ZhengChengJiaDianZhiLengWeiXiuZhongXin,,210103,0X7,0xC,0x0,0.5,,1,,顺通路54号,,123.441948,41.783965
1009922100,芒果不动产(天后直营店),MangGuoBuDongChanTianHouZhiYingDian,,210103,0X7,0x10,0x0,0.5,,1,,天后宫路34号,,123.451231,41.810809
1009928297,中国移动24小时自助服务厅(青年大街),ZhongGuoYiDong24XiaoShiZiZhuFuWuTing(QingNianDaJie),,210103,0X7,0x6,0x3,0.5,,1,,青年大街165-9号5,,123.435806,41.769063
1009911702,维城房产,WeiChengFangChan,,210103,0X7,0x10,0x0,0.5,,1,,南乐郊路138号,,123.460821,41.790052
1009912116,谦和美术,QianHeMeiShu,,210103,0X7,0x0,0x0,0.5,,1,,沈州路60号,,123.44366,41.793332
1009918380,伟达房产中介,WeiDaFangChanZhongJie,,210103,0X7,0x10,0x0,0.5,,1,,九纬路40号,,123.42663,41.793865
1009957937,依之妮(彤利家园西北),YiZhiNi(TongLiJiaYuanXiBei),,210103,0X6,0xB,0x0,0.5,,1,,小南街清泉巷3号,,123.453364,41.783923
1009936672,金正营销中心,JinZhengYingXiaoZhongXin,,210103,0X6,0x3,0x5,0.5,,1,,风雨坛街50号,,123.448429,41.790283
1009937078,梦妮莎,MengNiSha,,210103,0X6,0xB,0x0,0.5,,1,,热闹路76号五爱大厦3层301-323,,123.4531,41.788242
1009937079,一手店(大南街),YiShouDian(DaNanJie),,210103,0X6,0x0,0x0,0.5,,1,,大南街322号,,123.456855,41.778277
1009943138,海烨化妆品美容院,HaiYeHuaZhuangPinMeiRongYuan,,210103,0X6,0xE,0x0,0.5,,1,,广昌路60号,,123.440611,41.79095
1009943149,沙子沟咸菜,ShaZiGouXianCai,,210103,0X6,0x7,0x3,0.5,,1,,乐郊路2号,,123.451808,41.792003
1009949620,五爱针纺城(南1门),WuAiZhenFangCheng(Nan1Men),,210103,0X6,0x7,0x0,0.5,,1,,风雨坛街82号,,123.446497,41.786645
1009959471,日新木梳,RiXinMuShu,,210103,0X6,0xC,0x0,0.5,,1,,五爱市场南区购物城8号,,123.450122,41.785601
1009959473,长城便利店,ZhangChengBianLiDian,,210103,0X6,0x2,0x0,0.5,,1,,南关路44号,,123.449197,41.781512
1009938595,佐客便利店(中汽外贸大厦南),ZuoKeBianLiDian(ZhongQiWaiMaoDaShaNan),,210103,0X6,0x2,0x0,0.5,,1,,热闹路25号,,123.441828,41.787464
1009938598,沈阳市西北通用设备有限责任公司,ShenYangShiXiBeiTongYongSheBeiYouXianZeRenGongSi,,210103,0X6,0xC,0x0,0.5,,1,,长青街73号1,,123.477366,41.778864
1009938604,璐瑶文具店,LuYaoWenJuDian,,210103,0X6,0x8,0x0,0.5,,1,,望云寺路97号,,123.437717,41.798165
1009944653,中国移动(顺通路),ZhongGuoYiDong(ShunTongLu),,210103,0X6,0x3,0x5,0.5,,1,,顺通商业街6号,,123.438063,41.786647
1009944657,沈阳市新洛轴承经销处,ShenYangShiXinLuoZhouChengJingXiaoChu,,210103,0X6,0x6,0x3,0.5,,1,,大西路111号,,123.443976,41.794889
1009956149,鲜花水果(小南街),XianHuaShuiGuo(XiaoNanJie),,210103,0X6,0x7,0x4,0.5,,1,,小南街317号,,123.450141,41.77414
1009956563,天时皮衣,TianShiPiYi,,210103,0X6,0xB,0x0,0.5,,1,,市府大路432号,,123.444877,41.805425
1009951589,吗哪书店,MaNaShuDian,,210103,0X6,0xC,0x5,0.5,,1,,沈阳路156号,,123.459678,41.797586
1009951590,豪邦·金典,HaoBangJinDian,,210103,0X6,0x6,0x4,0.5,,1,,西顺城街152-158号,,123.448144,41.798439
1009951601,天赐日杂(南一经街),TianCiRiZa(NanYiJingJie),,210103,0X6,0x2,0x0,0.5,,1,,南一经街58号,,123.431578,41.788967
1009959523,沈阳市沈河区瑞光工艺品经销部,ShenYangShiShenHeQuRuiGuangGongYiPinJingXiaoBu,,210103,0X6,0xC,0x2,0.5,,1,,太清宫街6号,,123.447251,41.804378
1009948348,高雅一族(女裤),GaoYaYiZu(NvKu),,210103,0X6,0xB,0x0,0.5,,1,,热闹路76号五爱大厦5层507,,123.4531,41.788242
1009954433,众鑫和日杂商店,ZhongXinHeRiZaShangDian,,210103,0X6,0x2,0x0,0.5,,1,,太清宫街156号,,123.44625,41.794839
1009954440,博雅书苑,BoYaShuYuan,,210103,0X6,0xC,0x5,0.5,,1,,小西路64号,,123.441874,41.801532
1009937325,精品烟行,JingPinYanHang,,210103,0X6,0xC,0xA,0.5,,1,,南山东堡路4号,,123.444606,41.81387
1009943388,辽宁中辽拍卖有限公司,LiaoNingZhongLiaoPaiMaiYouXianGongSi,,210103,0X6,0xD,0x1,0.5,,1,,惠工街124号中韩大厦6层618,,123.44502,41.817059
1009949855,沈阳市天宝物资经贸公司,ShenYangShiTianBaoWuZiJingMaoGongSi,,210103,0X6,0x6,0x3,0.5,,1,,小北关街102号,,123.451741,41.813794
1009940170,海韵宾馆酒店洗浴用品总汇,HaiYunBinGuanJiuDianXiYuYongPinZongHui,,210103,0X6,0xC,0x0,0.5,,1,,南乐郊路17号,,123.450846,41.789366
1009946644,和谐便利店,HeXieBianLiDian,,210103,0X6,0x2,0x0,0.5,,1,,团结路77号,,123.448419,41.812759
1009952740,苏泊尔生活馆(十一纬路),SuBoErShengHuoGuan,,210103,0X6,0x3,0x0,0.5,,1,,十一纬路140号,,123.425712,41.790892
1009941679,闽东顺德茶庄,MinDongShunDeChaZhuang,,210103,0X6,0xC,0x0,0.5,,1,,南通天街52号,,123.456932,41.783071
1009947730,贝顿音响商行,BeiDunYinXiangShangHang,,210103,0X6,0x3,0x0,0.5,,1,,万寿寺街141号,,123.445672,41.797833
1009947731,冠翔服装服饰有限公司,GuanXiangFuZhuangFuShiYouXianGongSi,,210103,0X6,0xB,0x0,0.5,,1,,小南街娘娘庙巷6号,,123.454307,41.789204
1009938461,万信达音像,WanXinDaYinXiang,,210103,0X6,0xC,0x6,0.5,,1,,风雨坛街99号,,123.446472,41.78565
1009944505,雅文轩,YaWenXuan,,210103,0X6,0x8,0x0,0.5,,1,,沈阳路40巷1号,,123.450295,41.798285
1009950580,皇士365便利店(奉天街),HuangShi365BianLiDian(FengTianJie),,210103,0X6,0x2,0x0,0.5,,1,,奉天街29号,,123.442827,41.786863
1009935672,尚品烟酒茶商行,ShangPinYanJiuChaShangHang,,210103,0X6,0x2,0x0,0.5,,1,,南顺城路30号,,123.452485,41.793298
1009936510,529礼品店,529LiPinDian,,210103,0X6,0xC,0x9,0.5,,1,,青年大街50号,,123.431288,41.800373
1009927620,超前染烫,ChaoQianRanTang,,210103,0X7,0xB,0x0,0.5,,1,,南翰林路6号,,123.44703,41.783912
1009927621,沈阳天华意运输有限公司(翰林园小区东),ShenYangTianHuaYiYunShuYouXianGongSi(HanLinYuanXiaoQuDong),,210103,0X7,0x5,0x0,0.5,,1,,南翰林路21号,,123.449298,41.78286
1009927626,沈阳联合璧华旅行社有限公司,ShenYangLianHeBiHuaLvHangSheYouXianGongSi,,210103,0X7,0x1,0x0,0.5,,1,,热闹路51号恒信大厦4层410,,123.445044,41.787831
1009958425,祥青鲜菜部,XiangQingXianCaiBu,,210103,0X6,0x7,0x5,0.5,,1,,沈阳路南苇巷15号,,123.462452,41.796266
1009958599,中国移动(沈阳路),ZhongGuoYiDong(ShenYangLu),,210103,0X6,0x3,0x5,0.5,,1,,沈阳路227号,,123.460492,41.797285
1009949643,飞跃集团有限公司东北分公司,FeiYueJiTuanYouXianGongSiDongBeiFenGongSi,,210103,0X6,0xC,0x0,0.5,,1,,小南街253号,,123.45042,41.779587
1009955730,吉佳乐便利店,JiJiaLeBianLiDian,,210103,0X6,0x2,0x0,0.5,,1,,热闹路129号,,123.46043,41.787726
1009955737,灵引教会用品,LingYinJiaoHuiYongPin,,210103,0X6,0xC,0x0,0.5,,1,,北一经街62号,,123.430012,41.795003
1009934563,晨光文具(沈阳路店),ChenGuangWenJuShenYangLuDian,,210103,0X6,0x8,0x0,0.5,,1,,沈阳路南苇巷28号,,123.46205,41.795011
1009936339,富士沈阳葫芦店,FuShiShenYangHuLuDian,,210103,0X6,0xC,0x2,0.5,,1,,沈阳路143号,,123.454502,41.797419
1009942799,乔丹(中国)特卖,QiaoDan(ZhongGuo)TeMai,,210103,0X6,0x9,0x0,0.5,,1,,小南街81号,,123.453693,41.787048
1009942813,沈影音像(长江中医院西南),ShenYingYinXiang(ZhangJiangZhongYiYuanXiNan),,210103,0X6,0xC,0x6,0.5,,1,,天后宫路26号,,123.448756,41.81107
1009948869,美歌专业音响灯光,MeiGeZhuanYeYinXiangDengGuang,,210103,0X6,0x3,0x0,0.5,,1,,万寿寺街141号,,123.445786,41.797821
1009942469,塑胶管材管件总汇,SuJiaoGuanCaiGuanJianZongHui,,210103,0X6,0x6,0x3,0.5,,1,,文艺路23号,,123.450941,41.77766
1009949372,芳草自选超市,FangCaoZiXuanChaoShi,,210103,0X6,0x2,0x0,0.5,,1,,青年大街101号,,123.435989,41.785343
1009955462,辽宁国信拍卖有限公司,LiaoNingGuoXinPaiMaiYouXianGongSi,,210103,0X6,0xD,0x1,0.5,,1,,北站路77号光达大厦C座1单元17层,,123.436827,41.815354
1009949020,维鑫服饰大卖场文化路店,WeiXinFuShiDaMaiChangWenHuaLuDian,,210103,0X6,0xB,0x0,0.5,,1,,文化路78号,,123.448725,41.770636
1009955537,沈阳金筑钢绳商贸公司,ShenYangJinZhuGangShengShangMaoGongSi,,210103,0X6,0x6,0x3,0.5,,1,,大西路103号,,123.443828,41.79553
1009936518,沈阳华鹏电线电缆有限公司,ShenYangHuaPengDianXianDianLanYouXianGongSi,,210103,0X6,0x6,0x3,0.5,,1,,友好街121号,,123.449612,41.808341
1009936532,俊禄美容美发用品商行,JunLuMeiRongMeiFaYongPinShangHang,,210103,0X6,0xC,0x0,0.5,,1,,热闹路55号,,123.445477,41.787145
1009936943,沈阳世纪英雄文化用品有限公司,ShenYangShiJiYingXiongWenHuaYongPinYouXianGongSi,,210103,0X6,0x8,0x0,0.5,,1,,南乐郊路88号甲10,,123.45654,41.790201
1009936945,我宠我恋(北一经街),WoChongWoLian(BeiYiJingJie),,210103,0X6,0xC,0xB,0.5,,1,,北一经街54号,,123.43002,41.795045
1009936949,喜隆嘉豆业,XiLongJiaDouYe,,210103,0X6,0x7,0x3,0.5,,1,,北文萃路6号,,123.437127,41.766541
1009954388,郭鹏杂货店,GuoPengZaHuoDian,,210103,0X6,0x2,0x0,0.5,,1,,会武街63号,,123.429382,41.78339
1009958610,新新升建材日杂综合商店,XinXinShengJianCaiRiZaZongHeShangDian,,210103,0X6,0x2,0x0,0.5,,1,,乐郊路15号,,123.450678,41.791824
1009958611,艾唯都,AiWeiDou,,210103,0X6,0xB,0x0,0.5,,1,,热闹路76号五爱大厦3层301-323,,123.4531,41.788242
1009951473,金锣冷鲜肉专卖店(大南公寓西),JinLuoLengXianRouZhuanMaiDian(DaNanGongYuXi),,210103,0X6,0x7,0x3,0.5,,1,,大南街322号,,123.456336,41.77872
1009958366,中国移动&中国联通(沈阳市环境保护局东北),ZhongGuoYiDongZhongGuoLianTong(ShenYangShiHuanJingBaoHuJuDongBei),,210103,0X6,0x3,0x5,0.5,,1,,正阳街287号,,123.453908,41.793761
1009958370,名优香烟(东顺城内街),MingYouXiangYan(DongShunChengNeiJie),,210103,0X6,0xC,0xA,0.5,,1,,东顺城内街118号,,123.463698,41.799472
1009936753,中国移动(和光园东北),ZhongGuoYiDong(HeGuangYuanDongBei),,210103,0X6,0x3,0x5,0.5,,1,,小南街168号,,123.451744,41.78261
1009936757,爱眼视力服务中心,AiYanShiLiFuWuZhongXin,,210103,0X6,0xC,0x4,0.5,,1,,小南街224号,,123.449939,41.77828
1009935346,金鑫便利店(沈阳路),JinXinBianLiDian(ShenYangLu),,210103,0X6,0x2,0x0,0.5,,1,,沈阳路105号,,123.452861,41.797498
1009935769,中国石油天然气股份有限公司沈阳润滑油销售中心南塔营业室,ZhongGuoShiYouTianRanQiGuFenYouXianGongSiShenYangRunHuaYouXiaoShouZhongXinNanTaYingYeShi,,210103,0X6,0xC,0x0,0.5,,1,,文化路90号,,123.453808,41.771147
1009948292,雨润田丰文化礼品商行,YuRunTianFengWenHuaLiPinShangHang,,210103,0X6,0xC,0x9,0.5,,1,,六纬路46号,,123.426612,41.798913
1009948293,新北便利店,XinBeiBianLiDian,,210103,0X6,0x2,0x0,0.5,,1,,南山东堡路4号,,123.444716,41.813613
1009941122,仁合茶庄(团结路),RenHeChaZhuang(TuanJieLu),,210103,0X6,0xC,0x0,0.5,,1,,团结路64号,,123.447166,41.8132
1009941126,特百惠(市府佳丽专卖店),TeBaiHuiShiFuJiaLiZhuanMaiDian,,210103,0X6,0x6,0x0,0.5,,1,,铁岭路94号,,123.430023,41.808089
1009940860,红梅食杂店,HongMeiShiZaDian,,210103,0X6,0x2,0x0,0.5,,1,,东顺城内街92号,,123.463719,41.801041
1009941284,金锣冷鲜肉专卖店(北文萃路),JinLuoLengXianRouZhuanMaiDian(BeiWenCuiLu),,210103,0X6,0x7,0x3,0.5,,1,,北文萃路14号,,123.440397,41.766434
1009941705,沈阳市沈顺东橡胶制品经销处,ShenYangShiShenShunDongXiangJiaoZhiPinJingXiaoChu,,210103,0X6,0x6,0x3,0.5,,1,,西顺城街68号,,123.448087,41.802101
1009952329,阳阳百货日杂商店,YangYangBaiHuoRiZaShangDian,,210103,0X6,0x2,0x0,0.5,,1,,北一经街47号,,123.430276,41.794721
1009942568,水晶之恋,ShuiJingZhiLian,,210103,0X6,0xC,0x2,0.5,,1,,市府大路366号,,123.441914,41.80556
1009943013,品胜,PinSheng,,210103,0X6,0x3,0x5,0.5,,1,,小北关街166号,,123.45162,41.816274
1009960644,沈阳清宫书店,ShenYangQingGongShuDian,,210103,0X6,0xC,0x5,0.5,,1,,沈阳路215号,,123.458773,41.79737
1009960646,副食调料大全,FuShiTiaoLiaoDaQuan,,210103,0X6,0x7,0x3,0.5,,1,,沿泉路11号,,123.468006,41.789179
1009937639,沈阳博恒办公用品有限公司,ShenYangBoHengBanGongYongPinYouXianGongSi,,210103,0X6,0x8,0x0,0.5,,1,,大西路111-2号,,123.443793,41.795085
1009937645,老北味沈河专营店,LaoBeiWeiShenHeZhuanYingDian,,210103,0X6,0xC,0xA,0.5,,1,,南关路29号,,123.447993,41.781332
1009938055,先丽电器,XianLiDianQi,,210103,0X6,0x3,0x0,0.5,,1,,翰林路15号,,123.447067,41.784742
1009938064,天龙诚信五金机电经销部,TianLongChengXinWuJinJiDianJingXiaoBu,,210103,0X6,0x6,0x3,0.5,,1,,西顺城内街6号,,123.448912,41.803796
1009935508,振球五金(华美)电动工具,ZhenQiuWuJin(HuaMei)DianDongGongJu,,210103,0X6,0x6,0x3,0.5,,1,,小西路7号,,123.446753,41.801208
1009935930,屈臣氏(青年大街),QuChenShi(QingNianDaJie),,210103,0X6,0x4,0xB,0.5,,1,,青年大街13号,,123.433051,41.79329
1009941986,冠豪音像,GuanHaoYinXiang,,210103,0X6,0xC,0x6,0.5,,1,,小南街14号,,123.453172,41.791331
1009942399,九畹美容美发用品商行,JiuWanMeiRongMeiFaYongPinShangHang,,210103,0X6,0xC,0x0,0.5,,1,,风雨坛街94号,,123.445099,41.786563
1009951485,悦悦欣名烟商行,YueYueXinMingYanShangHang,,210103,0X6,0xC,0xA,0.5,,1,,正阳街234号,,123.453515,41.793851
1009951493,兴旺粮油(雅都苑南),XingWangLiangYou(YaDouYuanNan),,210103,0X6,0x7,0x3,0.5,,1,,顺通商业街21号,,123.437913,41.786533
1009951495,老人头(热闹路),LaoRenTou(ReNaoLu),,210103,0X6,0xB,0x1,0.5,,1,,热闹路58号,,123.449231,41.78827
1009946770,和和童装,HeHeTongZhuang,,210103,0X6,0xB,0x0,0.5,,1,,青年大街71号,,123.434035,41.789708
1009947179,客来多,KeLaiDuo,,210103,0X6,0x4,0x0,0.5,,1,,热闹路99号,,123.456276,41.787765
1009947182,龙人童车商行,LongRenTongCheShangHang,,210103,0X6,0xC,0x0,0.5,,1,,翰林路31号,,123.451152,41.783824
1009948985,紫竹苑框艺,ZiZhuYuanKuangYi,,210103,0X6,0xC,0x0,0.5,,1,,中山路斗姆宫东巷23号,,123.435842,41.800659
1009928394,宏运烟行,HongYunYanHang,,210103,0X6,0x2,0x0,0.5,,1,,小南街317号,,123.450143,41.774024
1009912946,中国体育彩票(北一经街),ZhongGuoTiYuCaiPiao,,210103,0X7,0x12,0x0,0.5,,1,,北一经街66号,,123.429866,41.793985
1009919639,我发型,WoFaXing,,210103,0X7,0xB,0x0,0.5,,1,,大南街297号,,123.458634,41.779941
1009919650,东方美养生美容馆(东顺城内街),DongFangMeiYangShengMeiRongGuan(DongShunChengNeiJie),,210103,0X7,0xB,0x0,0.5,,1,,东顺城内街116号,,123.46344,41.797666
1009919653,深圳广兴物流沈阳提货处,ShenZhenGuangXingWuLiuShenYangTiHuoChu,,210103,0X7,0x5,0x0,0.5,,1,,南翰林路27号,,123.450488,41.782456
1009910466,韩式瘦身,HanShiShouShen,,210103,0X7,0xB,0x0,0.5,,1,,建院街12号,,123.438929,41.777357
1009911805,夏普客户服务中心,XiaPuKeHuFuWuZhongXin,,210103,0X7,0xC,0x0,0.5,,1,,小北关街128号,,123.451845,41.81525
1009922191,铭顺房产中介中心,MingShunFangChanZhongJieZhongXin,,210103,0X7,0x10,0x0,0.5,,1,,热闹路合众三巷76号,,123.439588,41.788749
1009922193,中医盲人按摩诊所(热闹路),ZhongYiMangRenAnMoZhenSuo(ReNaoLu),,210103,0X7,0xE,0x0,0.5,,1,,热闹路2号,,123.435431,41.787272
1009922194,爱巢庆典,AiChaoQingDian,,210103,0X7,0x0,0x0,0.5,,1,,文艺路27号,,123.451625,41.77765
1009912215,通天房产,TongTianFangChan,,210103,0X7,0x10,0x0,0.5,,1,,南通天街42号,,123.456909,41.784403
1009918909,辽精印务社,LiaoJingYinWuShe,,210103,0X7,0x0,0x0,0.5,,1,,南顺城路22号,,123.45071,41.793234
1009918916,沈阳鼎信不动产评估事务所有限公司,ShenYangDingXinBuDongChanPingGuShiWuSuoYouXianGongSi,,210103,0X7,0x7,0x3,0.5,,1,,奉天街346号格林自由成B座16层1614,,123.441751,41.808327
1009918923,辽宁韩一国际货运有限公司,LiaoNingHanYiGuoJiHuoYunYouXianGongSi,,210103,0X7,0x5,0x0,0.5,,1,,北站路77号光达大厦C座1单元12层,,123.436827,41.815354
1009918694,俊萍制冷,JunPingZhiLeng,,210103,0X7,0x0,0x0,0.5,,1,,万寿寺街141号,,123.445443,41.797848
1009918695,桃源社区房屋维修工作站,TaoYuanSheQuFangWuWeiXiuGongZuoZhan,,210103,0X7,0x0,0x0,0.5,,1,,风雨坛街36号,,123.448113,41.790856
1009918702,阿华理发馆,AHuaLiFaGuan,,210103,0X7,0xB,0x0,0.5,,1,,东滨河路142号,,123.454293,41.772602
1009915319,小花干洗店,XiaoHuaGanXiDian,,210103,0X7,0xF,0x0,0.5,,1,,南通天街60号,,123.457014,41.781991
1009915320,航空售票(热闹路),HangKongShouPiao(ReNaoLu),,210103,0X7,0x3,0x1,0.5,,1,,热闹路58号,,123.450498,41.788269
1009921525,欣路家政,XinLuJiaZheng,,210103,0X7,0x10,0x0,0.5,,1,,北一经街26号,,123.430578,41.797722
1009921528,中国福利彩票(山东堡路),ZhongGuoFuLiCaiPiao,,210103,0X7,0x12,0x0,0.5,,1,,山东堡路62号,,123.445558,41.816176
1009921530,如果爱婚庆策划中心,RuGuoAiHunQingCeHuaZhongXin,,210103,0X7,0x0,0x0,0.5,,1,,天后宫路31号,,123.449998,41.81086
1009914644,婷婷发艺,TingTingFaYi,,210103,0X7,0xB,0x0,0.5,,1,,乐郊路17号,,123.450727,41.792007
1009921284,老谢货站(南翰林路),LaoXieHuoZhan(NanHanLinLu),,210103,0X7,0x5,0x0,0.5,,1,,南翰林路21号,,123.449237,41.782877
1009921287,美佳德,MeiJiaDe,,210103,0X7,0xB,0x0,0.5,,1,,南文会街4号,,123.430011,41.789105
1009911275,大宇房产,DaYuFangChan,,210103,0X7,0x10,0x0,0.5,,1,,会武街35号,,123.427357,41.787678
1009911044,北京市惠诚律师事务所沈阳分所,BeiJingShiHuiChengLvShiShiWuSuoShenYangFenSuo,,210103,0X7,0x7,0x1,0.5,,1,,惠工街124号中韩大厦8层8005,,123.44502,41.817059
1009911055,中国福利彩票(南一经街),ZhongGuoFuLiCaiPiao,,210103,0X7,0x12,0x0,0.5,,1,,南一经街152号,,123.433111,41.784395
1009911486,老兵机器修鞋擦鞋,LaoBingJiQiXiuXieCaXie,,210103,0X7,0x0,0x0,0.5,,1,,药王庙路19号,,123.439193,41.79637
1009923094,嘉朋房产(乐郊路),JiaPengFangChan(LeJiaoLu),,210103,0X7,0x10,0x0,0.5,,1,,乐郊路24号,,123.457916,41.792021
1009928241,都市锁匠店,DouShiSuoJiangDian,,210103,0X7,0x0,0x0,0.5,,1,,小南街284号,,123.449578,41.771302
1009928242,天成信息服务处,TianChengXinXiFuWuChu,,210103,0X7,0x10,0x0,0.5,,1,,文艺路60号,,123.448091,41.778205
1009919235,心动发艺烫染专业店,XinDongFaYiTangRanZhuanYeDian,,210103,0X7,0xB,0x0,0.5,,1,,广宜街50号,,123.44794,41.807304
1009925717,申通快递文艺站(文艺路),ShenTongKuaiDiWenYiZhan,,210103,0X7,0x5,0x0,0.5,,1,,文艺路91号,,123.459528,41.777428
1009916259,邮政报刊自选,YouZhengBaoKanZiXuan,,210103,0X7,0x0,0x0,0.5,,1,,广宜街96号,,123.45125,41.80961
1009916261,盛天行电脑刺绣,ShengTianHangDianNaoCiXiu,,210103,0X7,0x0,0x0,0.5,,1,,风雨坛街18号,,123.448276,41.791899
1009925505,友帮房产家政,YouBangFangChanJiaZheng,,210103,0X7,0x10,0x0,0.5,,1,,万柳塘路22号,,123.478879,41.786372
1009925507,我爱我家不动产(顺通路),WoAiWoJiaBuDongChan,,210103,0X7,0x10,0x0,0.5,,1,,顺通路44号,,123.440203,41.785115
1009925942,沈阳福江货运代理运输服务中心,ShenYangFuJiangHuoYunDaiLiYunShuFuWuZhongXin,,210103,0X7,0x5,0x0,0.5,,1,,南翰林路50号,,123.450092,41.782946
1009925945,伟麟电器维修,WeiLinDianQiWeiXiu,,210103,0X7,0xC,0x0,0.5,,1,,南山东堡路22号,,123.447833,41.81533
1009915617,三兴快运(沈阳市妇女会馆西),SanXingKuaiYun(ShenYangShiFuNvHuiGuanXi),,210103,0X7,0x5,0x0,0.5,,1,,南翰林路10号,,123.449834,41.783193
1009922202,崇尚造型,ChongShangZaoXing,,210103,0X7,0xB,0x0,0.5,,1,,风雨坛街50号,,123.448386,41.790292
1009922205,新感觉染烫专业店,XinGanJiaoRanTangZhuanYeDian,,210103,0X7,0xB,0x0,0.5,,1,,风雨坛街26号,,123.44706,41.791028
1009922210,POP条幅先生输出中心,POPTiaoFuXianShengShuChuZhongXin,,210103,0X7,0x0,0x0,0.5,,1,,太清宫街164号,,123.446994,41.794477
1009916699,北站火车票代售点(西顺城街),BeiZhanHuoChePiaoDaiShouDian(XiShunChengJie),,210103,0X7,0x3,0x2,0.5,,1,,西顺城街159号,,123.448756,41.796939
1009916702,鑫佳艺美术,XinJiaYiMeiShu,,210103,0X7,0x0,0x0,0.5,,1,,南顺城路30号,,123.451738,41.793307
1009916705,发云阁时尚造型,FaYunGeShiShangZaoXing,,210103,0X7,0xB,0x0,0.5,,1,,大南街297号,,123.458479,41.779952
1009917156,忠义房产(小南街六合巷),ZhongYiFangChan(XiaoNanJieLiuHeXiang),,210103,0X7,0x10,0x0,0.5,,1,,小南街六合巷35号,,123.4537,41.782702
1009924772,中国电信青年公园营业厅VIP客服中心(文艺路),ZhongGuoDianXinQingNianGongYuanYingYeTingVIPKeFuZhongXin,,210103,0X7,0x0,0x0,0.5,,1,,文艺路21号,,123.439478,41.777857
1009924773,佳斯曼美容美体养生锭,JiaSiManMeiRongMeiTiYangShengDing,,210103,0X7,0xB,0x0,0.5,,1,,万寿寺街215号,,123.445143,41.795035
1009924778,沈阳市亿丰彩色印务有限公司,ShenYangShiYiFengCaiSeYinWuYouXianGongSi,,210103,0X7,0x0,0x0,0.5,,1,,乐郊路73号,,123.459552,41.791802
1009924779,诚鑫鑫房产中介,ChengXinXinFangChanZhongJie,,210103,0X7,0x10,0x0,0.5,,1,,南通天街14号,,123.456577,41.789254
1009933491,彩棉外贸服饰,CaiMianWaiMaoFuShi,,210103,0X6,0xB,0x0,0.5,,1,,朝阳街192号,,123.460049,41.798321
1009933494,启明玻璃商店,QiMingBoLiShangDian,,210103,0X6,0x6,0x3,0.5,,1,,南通天街50号,,123.457472,41.783472
1009921140,中发图文,ZhongFaTuWen,,210103,0X7,0x0,0x0,0.5,,1,,惠工街115号,,123.437859,41.810058
1009921141,辽宁省就业培训中心国家公共营养师报名办公室,LiaoNingShengJiuYePeiXunZhongXinGuoJiaGongGongYingYangShiBaoMingBanGongShi,,210103,0X7,0x0,0x0,0.5,,1,,北京街19号辽宁先锋大厦11层18室,,123.43201,41.80914
1009928346,中发彩印,ZhongFaCaiYin,,210103,0X7,0x0,0x0,0.5,,1,,令闻街33号,,123.446309,41.806956
1009911283,法娟卜名斋,FaJuanBoMingZhai,,210103,0X7,0x0,0x0,0.5,,1,,大南街227号,,123.459201,41.784389
1009911289,百荷婚姻中介,BaiHeHunYinZhongJie,,210103,0X7,0x10,0x0,0.5,,1,,十三纬路58号中国有色大厦1508,,123.426832,41.786053
1009917556,洪深房产家政,HongShenFangChanJiaZheng,,210103,0X7,0x10,0x0,0.5,,1,,南翰林路50号,,123.450213,41.78318
1009917314,好运来彩票专营店,HaoYunLaiCaiPiaoZhuanYingDian,,210103,0X7,0x12,0x0,0.5,,1,,南山东堡路46号,,123.448283,41.816194
1009922308,鑫利复印社,XinLiFuYinShe,,210103,0X7,0x0,0x0,0.5,,1,,文萃路26号,,123.439743,41.765244
